no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_to_income_ratio,annual_payment,debt_service_ratio,assets_to_loan_ratio,income_per_dependent
5,1,1,4200000,8700000,6,583,6000000.0,800000,8500000,2500000,1,17800000.0,2.07142807823141,1450000.0,0.3452380130385683,2.0459767763245083,700000.0
3,1,1,4800000,11500000,12,535,3600000.0,8000000,15600000,5400000,0,32600000.0,2.3958328342014927,958333.3333333334,0.19965273618345775,2.834782362192838,1200000.0
3,0,1,8300000,25900000,8,696,14400000.0,12200000,23500000,7100000,1,57200000.0,3.1204815517492106,3237500.0,0.3900601939686513,2.208494123224165,2075000.0
4,0,0,7600000,23900000,8,672,2500000.0,1600000,20200000,6700000,1,31000000.0,3.1447364283241543,2987500.0,0.3930920535405193,1.2970710754363566,1520000.0
4,1,0,5100000,12300000,20,410,9200000.0,9200000,18700000,5600000,0,42700000.0,2.411764232987405,615000.0,0.12058821164937027,3.47154443320777,1020000.0
5,1,0,3600000,11600000,14,546,8500000.0,300000,12000000,4800000,0,25600000.0,3.2222213271607423,828571.4285714285,0.2301586662257673,2.2068963614744517,600000.0
3,0,1,5400000,16800000,16,550,10700000.0,6400000,13400000,7000000,1,37500000.0,3.1111105349795305,1050000.0,0.19444440843622066,2.2321427242772187,1350000.0
5,0,0,700000,1400000,4,344,1500000.0,800000,2600000,300000,0,5200000.0,1.9999971428612244,350000.0,0.4999992857153061,3.714283061226385,116666.66666666667
2,0,1,9800000,38200000,10,743,5400000.0,14800000,24300000,5300000,1,49800000.0,3.897958785922573,3820000.0,0.3897958785922573,1.3036648873386154,3266666.6666666665
4,1,0,9700000,36400000,4,772,13800000.0,11300000,38100000,13500000,1,76700000.0,3.7525769327240277,9100000.0,0.9381442331810069,2.107142799254319,1940000.0
0,1,1,9400000,29900000,12,302,12300000.0,1500000,35700000,8200000,0,57700000.0,3.1808507254414122,2491666.6666666665,0.26507089378678433,1.9297658217469624,9400000.0
3,1,1,3200000,9100000,18,376,4500000.0,800000,9000000,1700000,0,16000000.0,2.843749111328403,505555.55555555556,0.1579860617404668,1.7582415650283993,800000.0
0,1,1,3700000,11600000,10,747,0.0,4500000,9000000,3500000,1,17000000.0,3.135134287801544,1160000.0,0.31351342878015437,1.465517115041628,3700000.0
2,1,1,4200000,15800000,6,710,12300000.0,3700000,12600000,4600000,1,33200000.0,3.7619038662133653,2633333.3333333335,0.6269839777022276,2.1012656897933106,1400000.0
2,0,0,7000000,24200000,6,892,20600000.0,500000,21400000,9200000,1,51700000.0,3.4571423632653766,4033333.3333333335,0.5761903938775628,2.1363635480841507,2333333.3333333335
3,0,0,3200000,11500000,16,492,4800000.0,2300000,10400000,3200000,0,20700000.0,3.593748876953476,718750.0,0.22460930480959224,1.7999998434782745,800000.0
5,1,0,7900000,17700000,2,559,19700000.0,2800000,28900000,5400000,1,56800000.0,2.2405060455055636,8850000.0,1.1202530227527818,3.2090393667209396,1316666.6666666667
3,0,0,2200000,8300000,18,314,1100000.0,900000,5800000,2000000,0,9800000.0,3.772725557852019,461111.1111111111,0.20959586432511218,1.1807227493105121,550000.0
0,1,1,2700000,8400000,6,744,1200000.0,4100000,7500000,2000000,1,14800000.0,3.1111099588481634,1400000.0,0.5185183264746939,1.76190455215422,2700000.0
5,0,0,6800000,18000000,12,690,17800000.0,11800000,25000000,9300000,1,63900000.0,2.6470584342561128,1500000.0,0.22058820285467606,3.549999802777789,1133333.3333333333
3,1,1,6300000,23300000,4,347,18300000.0,12200000,21100000,8100000,1,59700000.0,3.6984121113631567,5825000.0,0.9246030278407892,2.562231649689629,1575000.0
5,1,1,9000000,31400000,2,677,12000000.0,10800000,20700000,8700000,1,52200000.0,3.488888501234611,15700000.0,1.7444442506173055,1.6624203292222826,1500000.0
1,1,0,4700000,15700000,4,468,13300000.0,5100000,16200000,3600000,1,38200000.0,3.3404248211862084,3925000.0,0.8351062052965521,2.433120864132429,2350000.0
2,0,0,8100000,17500000,4,674,10800000.0,12700000,23200000,9300000,1,56000000.0,2.1604935604328936,4375000.0,0.5401233901082234,3.1999998171428676,2700000.0
2,0,0,9000000,27300000,14,353,22600000.0,4400000,26900000,7200000,0,61100000.0,3.0333329962963336,1950000.0,0.21666664259259527,2.2380951561137303,3000000.0
4,0,0,3800000,14100000,8,727,3900000.0,4900000,8200000,5400000,1,22400000.0,3.710525339335437,1762500.0,0.46381566741692964,1.5886523695991228,760000.0
4,0,1,8800000,22200000,10,512,6800000.0,4000000,31900000,9900000,0,52600000.0,2.5227269860537516,2220000.0,0.25227269860537516,2.3693692626410243,1760000.0
3,0,1,8700000,27200000,18,454,9100000.0,9300000,30900000,12000000,0,61300000.0,3.126436422248687,1511111.111111111,0.17369091234714928,2.2536763877324857,2175000.0
5,0,0,5000000,12400000,14,315,7400000.0,8600000,17000000,4000000,0,37000000.0,2.4799995040000993,885714.2857142857,0.1771428217142928,2.9838707271071994,833333.3333333334
0,0,1,6000000,22700000,10,480,200000.0,11900000,13700000,8700000,0,34500000.0,3.7833327027778827,2270000.0,0.3783332702777883,1.5198237215936687,6000000.0
2,1,1,9100000,24200000,16,685,25600000.0,1900000,31100000,9100000,1,67700000.0,2.6593403671054543,1512500.0,0.1662087729440909,2.7975205455570022,3033333.3333333335
1,1,0,7400000,17900000,6,460,2600000.0,1300000,25900000,5000000,0,34800000.0,2.418918592038028,2983333.3333333335,0.4031530986730047,1.9441339696014541,3700000.0
1,0,1,8300000,28400000,16,704,1400000.0,11700000,16900000,11400000,1,41400000.0,3.4216863347365862,1775000.0,0.21385539592103664,1.4577464275441399,4150000.0
1,1,1,7600000,23900000,12,692,500000.0,12200000,27000000,5000000,1,44700000.0,3.1447364283241543,1991666.6666666667,0.2620613690270129,1.8702928087743595,3800000.0
1,0,1,3500000,9600000,4,398,1700000.0,6000000,7900000,4600000,0,20200000.0,2.7428563591838975,2400000.0,0.6857140897959744,2.104166447482662,1750000.0
5,1,1,1000000,3500000,18,882,900000.0,500000,2900000,600000,1,4900000.0,3.4999965000035,194444.44444444444,0.19444425000019444,1.3999996000001143,166666.66666666666
5,1,1,9900000,25900000,4,860,7800000.0,200000,38000000,5400000,1,51400000.0,2.616161351902894,6475000.0,0.6540403379757235,1.9845559079322044,1650000.0
2,1,1,5700000,15100000,18,330,5900000.0,3800000,16600000,6200000,0,32500000.0,2.649122342259238,838888.8888888889,0.14717346345884658,2.1523177382571035,1900000.0
5,1,0,700000,2400000,16,447,1300000.0,700000,2600000,800000,0,5400000.0,3.428566530619242,150000.0,0.21428540816370262,2.2499990625003905,116666.66666666667
0,0,1,9600000,23800000,12,788,9900000.0,14400000,21200000,10400000,1,55900000.0,2.479166408420166,1983333.3333333333,0.20659720070168047,2.3487393971117903,9600000.0
1,0,0,9300000,28900000,6,526,11100000.0,1600000,19700000,11000000,0,43400000.0,3.1075265475777907,4816666.666666667,0.5179210912629651,1.5017300518432508,4650000.0
0,1,0,9500000,28400000,18,577,6200000.0,10300000,30200000,14100000,1,60800000.0,2.989473369529119,1577777.7777777778,0.16608185386272883,2.1408449950406694,9500000.0
4,1,1,8700000,23400000,16,372,10600000.0,11700000,20000000,8000000,0,50300000.0,2.689654863258062,1462500.0,0.16810342895362887,2.1495725577105746,1740000.0
5,1,1,7300000,21000000,14,759,15500000.0,8000000,20300000,10800000,1,54600000.0,2.876711934696995,1500000.0,0.20547942390692822,2.599999876190482,1216666.6666666667
3,1,1,4100000,12700000,10,465,6400000.0,1900000,14100000,3200000,0,25600000.0,3.097560220107263,1270000.0,0.30975602201072633,2.015747872775758,1025000.0
2,1,0,2900000,10200000,4,789,1200000.0,4100000,6100000,3600000,1,15000000.0,3.517240166468908,2550000.0,0.879310041617227,1.4705880911188145,966666.6666666666
3,1,1,7500000,17900000,2,680,7000000.0,11800000,25000000,6300000,1,50100000.0,2.386666348444487,8950000.0,1.1933331742222435,2.7988825252020937,1875000.0
1,1,0,7900000,25700000,20,681,14900000.0,3000000,18100000,8800000,1,44800000.0,3.2531641451690954,1285000.0,0.16265820725845478,1.7431905936501715,3950000.0
1,1,1,6900000,22300000,16,673,17400000.0,100000,21300000,9000000,1,47800000.0,3.2318835895820883,1393750.0,0.20199272434888052,2.1434976617265624,3450000.0
0,0,0,6900000,22900000,10,313,5600000.0,9300000,26200000,8000000,0,49100000.0,3.3188400987188262,2290000.0,0.3318840098718826,2.1441047098644233,6900000.0
0,0,0,4800000,18800000,16,551,7900000.0,9400000,17300000,5500000,1,40100000.0,3.9166658506946144,1175000.0,0.2447916156684134,2.1329786099479464,4800000.0
5,1,1,7700000,24400000,8,453,1400000.0,7700000,22000000,10000000,0,41100000.0,3.1688307572947068,3050000.0,0.39610384466183834,1.6844261604743376,1283333.3333333333
3,0,0,6900000,22700000,4,650,900000.0,13400000,15500000,6400000,1,36200000.0,3.289854595673247,5675000.0,0.8224636489183117,1.5947135861359654,1725000.0
1,0,0,1200000,4500000,4,439,3200000.0,1800000,2900000,1200000,1,9100000.0,3.749996875002604,1125000.0,0.937499218750651,2.022221772839606,600000.0
1,1,0,2900000,9600000,4,658,8200000.0,4300000,7000000,2700000,1,22200000.0,3.310343686088384,2400000.0,0.827585921522096,2.3124997591146084,1450000.0
4,1,1,5500000,18900000,6,379,13900000.0,9100000,18500000,3100000,0,44600000.0,3.4363630115703616,3150000.0,0.5727271685950602,2.3597882349318393,1100000.0
4,1,1,3200000,10700000,4,450,7300000.0,3000000,8200000,1800000,1,20300000.0,3.3437489550784516,2675000.0,0.8359372387696129,1.8971960843741977,640000.0
5,0,0,2600000,8200000,4,849,7400000.0,2000000,8900000,2700000,1,21000000.0,3.153844940828869,2050000.0,0.7884612352072172,2.560975297442037,433333.3333333333
0,1,0,500000,1600000,18,865,1400000.0,400000,1000000,200000,1,3000000.0,3.1999936000128,88888.88888888889,0.17777742222293333,1.8749988281257324,500000.0
0,1,0,1800000,6900000,10,853,900000.0,400000,3700000,1700000,0,6700000.0,3.833331203704887,690000.0,0.38333312037048867,0.9710143520269056,1800000.0
0,0,0,1300000,4900000,12,555,2400000.0,1200000,4100000,1700000,1,9400000.0,3.7692278698247157,408333.3333333333,0.31410232248539294,1.9183669554353153,1300000.0
1,0,0,9900000,20700000,20,821,12700000.0,8200000,38100000,11100000,1,70100000.0,2.090908879706174,1035000.0,0.10454544398530868,3.3864732663539483,4950000.0
0,0,0,2000000,4700000,2,820,4700000.0,500000,7900000,1200000,1,14300000.0,2.3499988250005877,2350000.0,1.1749994125002938,3.0425525441377568,2000000.0
1,0,0,5100000,15300000,4,721,7000000.0,6100000,15300000,5900000,1,34300000.0,2.999999411764821,3825000.0,0.7499998529412053,2.2418299188346458,2550000.0
4,1,1,8200000,24000000,20,831,23000000.0,3000000,24800000,5400000,1,56200000.0,2.926828911362328,1200000.0,0.1463414455681164,2.3416665690972263,1640000.0
5,0,0,4200000,12600000,18,571,8900000.0,3200000,11700000,6200000,1,30000000.0,2.999999285714456,700000.0,0.16666662698413642,2.3809521919879213,700000.0
2,0,1,1300000,4900000,8,582,2100000.0,1800000,3400000,1700000,1,9000000.0,3.7692278698247157,612500.0,0.47115348372808946,1.8367343190338123,433333.3333333333
1,0,1,4600000,13600000,18,487,11200000.0,8500000,15500000,5400000,0,40600000.0,2.956521096408457,755555.5555555555,0.16425117202269207,2.9852938981401547,2300000.0
1,0,0,6600000,19700000,12,758,16000000.0,4400000,18800000,9500000,1,48700000.0,2.9848480325987827,1641666.6666666667,0.2487373360498986,2.4720810927877617,3300000.0
2,1,1,8300000,30100000,16,636,5200000.0,5100000,33100000,7200000,1,50600000.0,3.6265055871680016,1881250.0,0.2266565991980001,1.6810630670743167,2766666.6666666665
0,1,0,6900000,20700000,16,857,17100000.0,13700000,14600000,8800000,1,54200000.0,2.9999995652174545,1293750.0,0.1874999728260909,2.6183573614320115,6900000.0
4,1,1,4700000,12500000,8,678,13700000.0,200000,9800000,7000000,1,30700000.0,2.6595739022183187,1562500.0,0.33244673777728984,2.4559998035200157,940000.0
1,1,0,7900000,15800000,8,551,800000.0,3500000,18700000,8300000,1,31300000.0,1.999999746835475,1975000.0,0.2499999683544344,1.981012532847308,3950000.0
3,0,0,8800000,24900000,16,668,16700000.0,17200000,30000000,10500000,1,74400000.0,2.829545133006235,1556250.0,0.17684657081288968,2.987951687230856,2200000.0
1,1,0,6500000,23400000,2,672,5000000.0,10400000,16700000,7600000,1,39700000.0,3.5999994461539315,11700000.0,1.7999997230769658,1.6965811240777298,3250000.0
3,0,0,3500000,13700000,4,439,5200000.0,2800000,13000000,4400000,1,25400000.0,3.9142845959186867,3425000.0,0.9785711489796717,1.854014463210623,875000.0
2,0,1,8200000,19600000,16,636,11500000.0,2300000,28800000,10700000,1,53300000.0,2.3902436109459013,1225000.0,0.14939022568411883,2.719387616357775,2733333.3333333335
0,0,1,2000000,6000000,14,393,1500000.0,1400000,5900000,2900000,0,11700000.0,2.99999850000075,428571.4285714286,0.21428560714291073,1.9499996750000541,2000000.0
5,0,0,2700000,8200000,2,848,7000000.0,1000000,6200000,1500000,1,15700000.0,3.037035912208921,4100000.0,1.5185179561044606,1.914633912849523,450000.0
0,1,1,5300000,17600000,4,790,2000000.0,10200000,19700000,7700000,1,39600000.0,3.3207540904237565,4400000.0,0.8301885226059391,2.249999872159098,5300000.0
2,0,0,9900000,19900000,6,312,21400000.0,2200000,31400000,11000000,0,66000000.0,2.0101008070605246,3316666.6666666665,0.3350168011767541,3.316582747910415,3300000.0
2,0,1,5000000,19500000,14,775,3100000.0,4700000,9900000,6500000,1,24200000.0,3.899999220000156,1392857.142857143,0.278571372857154,1.2410255773833037,1666666.6666666667
2,0,0,9100000,18600000,20,403,18400000.0,11700000,20300000,9200000,0,59600000.0,2.0439558193455145,930000.0,0.10219779096727571,3.204300902994575,3033333.3333333335
3,0,1,7600000,26400000,14,867,9200000.0,700000,27900000,7400000,1,45200000.0,3.473683753462664,1885714.2857142857,0.248120268104476,1.7121211472681384,1900000.0
0,1,0,5200000,17800000,18,558,8300000.0,5400000,13000000,3100000,1,29800000.0,3.423076264793026,988888.8888888889,0.19017090359961256,1.6741572093170107,5200000.0
5,1,0,1800000,6000000,4,548,1400000.0,2400000,6500000,2600000,1,12900000.0,3.33333148148251,1500000.0,0.8333328703706275,2.149999641666726,300000.0
0,0,0,7300000,28200000,16,486,15300000.0,8800000,16400000,7700000,0,48200000.0,3.8630131694502508,1762500.0,0.24143832309064067,1.7092197975453973,7300000.0
4,1,0,3200000,11600000,6,635,3300000.0,4600000,6500000,3900000,1,18300000.0,3.624998867187854,1933333.3333333333,0.6041664778646423,1.5775860708977525,640000.0
5,1,0,5200000,20700000,2,538,3200000.0,2000000,14600000,3600000,1,23400000.0,3.980768465236834,10350000.0,1.990384232618417,1.1304347279983222,866666.6666666666
4,0,0,7100000,28200000,14,496,6300000.0,10900000,27700000,4600000,0,49500000.0,3.971830426502757,2014285.7142857143,0.2837021733216255,1.7553190866908126,1420000.0
4,1,1,1400000,4800000,6,411,1400000.0,300000,4400000,1600000,0,7700000.0,3.428568979593586,800000.0,0.5714281632655976,1.6041663324653475,280000.0
4,0,0,2700000,10700000,6,857,7400000.0,4200000,8200000,2800000,1,22600000.0,3.9629614951994463,1783333.3333333333,0.660493582533241,2.112149335313146,540000.0
5,1,1,6500000,18100000,10,360,15700000.0,10600000,20200000,6100000,0,52600000.0,2.7846149562130837,1810000.0,0.27846149562130834,2.9060771875095477,1083333.3333333333
4,1,0,9300000,35900000,18,461,9800000.0,12700000,26200000,11400000,0,60100000.0,3.860214638686598,1994444.4444444445,0.21445636881592212,1.6740946608887282,1860000.0
0,1,1,6700000,14900000,16,638,3300000.0,6900000,22300000,8100000,1,40600000.0,2.2238802650924976,931250.0,0.1389925165682811,2.7248320318904677,6700000.0
5,1,0,6800000,19300000,6,865,12100000.0,100000,22900000,9000000,1,44100000.0,2.8382348767301653,3216666.6666666665,0.4730391461216942,2.2849739748718148,1133333.3333333333
5,0,0,5600000,13600000,4,449,5900000.0,5700000,18800000,4300000,0,34700000.0,2.4285709948980365,3400000.0,0.6071427487245091,2.5514704006271764,933333.3333333334
1,0,1,1900000,4700000,2,870,4700000.0,2300000,3900000,2300000,1,13200000.0,2.473682908587943,2350000.0,1.2368414542939714,2.8085100407425445,950000.0
5,0,0,8400000,19500000,6,815,5300000.0,2500000,24000000,7200000,1,39000000.0,2.3214282950680603,3250000.0,0.38690471584467667,1.9999998974359028,1400000.0
2,0,1,2500000,7200000,16,454,4200000.0,1000000,7100000,2100000,0,14400000.0,2.879998848000461,450000.0,0.1799999280000288,1.9999997222222607,833333.3333333334
1,0,1,2900000,9900000,18,783,1300000.0,100000,11000000,2600000,1,15000000.0,3.413791926278646,550000.0,0.18965510701548033,1.515151362105923,1450000.0
3,1,1,3200000,7400000,2,543,3600000.0,4500000,11200000,4600000,0,23900000.0,2.3124992773439756,3700000.0,1.1562496386719878,3.229729293279825,800000.0
4,0,1,3000000,10900000,2,786,7600000.0,3300000,8000000,3200000,1,22100000.0,3.633332122222626,5450000.0,1.816666061111313,2.027522749768555,600000.0
3,1,1,800000,2500000,20,395,1500000.0,300000,1600000,500000,0,3900000.0,3.124996093754883,125000.0,0.15624980468774413,1.5599993760002495,200000.0
2,0,1,400000,1300000,2,885,200000.0,300000,1100000,500000,1,2100000.0,3.2499918750203123,650000.0,1.6249959375101561,1.615383372782021,133333.33333333334
2,0,0,4400000,10600000,20,488,10800000.0,2400000,13200000,4600000,0,31000000.0,2.4090903615703723,530000.0,0.12045451807851862,2.924528025987922,1466666.6666666667
2,0,1,8700000,19900000,10,829,7500000.0,10500000,20200000,8400000,1,46600000.0,2.287356058924591,1990000.0,0.2287356058924591,2.3417084250397777,2900000.0
4,0,0,7400000,15400000,6,677,22000000.0,13500000,28900000,7400000,1,71800000.0,2.081080799853946,2566666.6666666665,0.34684679997565765,4.662337359588483,1480000.0
4,0,1,5700000,14400000,12,645,14500000.0,8600000,12900000,4700000,1,40700000.0,2.5263153462604655,1200000.0,0.2105262788550388,2.8263886926118964,1140000.0
5,0,1,9700000,27600000,10,788,9400000.0,3100000,31800000,10600000,1,54900000.0,2.845360531406131,2760000.0,0.2845360531406131,1.989130362712668,1616666.6666666667
2,0,0,7000000,22400000,6,649,12200000.0,9900000,17800000,8900000,1,48800000.0,3.199999542857208,3733333.3333333335,0.5333332571428681,2.17857133131378,2333333.3333333335
2,0,0,8900000,23100000,4,519,22800000.0,500000,25200000,4700000,0,53200000.0,2.595505326347716,5775000.0,0.648876331586929,2.303030203332026,2966666.6666666665
3,1,1,3100000,11200000,14,772,3400000.0,5800000,8300000,2100000,1,19600000.0,3.612902060354174,800000.0,0.258064432882441,1.749999843750014,775000.0
4,1,0,2200000,6100000,12,330,5500000.0,2900000,5000000,2200000,0,15600000.0,2.7727260123972672,508333.3333333333,0.23106050103310558,2.557376629938257,440000.0
5,0,1,7100000,21500000,4,557,8900000.0,8000000,26400000,4000000,1,47300000.0,3.028168587581889,5375000.0,0.7570421468954722,2.1999998976744233,1183333.3333333333
4,1,1,8200000,19000000,6,334,24500000.0,6800000,28600000,10200000,0,70100000.0,2.3170728881618428,3166666.6666666665,0.38617881469364046,3.689473490027711,1640000.0
3,1,1,9800000,28400000,12,487,8900000.0,15400000,30800000,11100000,0,66200000.0,2.897958887963379,2366666.6666666665,0.2414965739969482,2.330985833415992,2450000.0
2,1,1,3900000,9700000,8,539,4400000.0,7600000,7900000,5100000,0,25000000.0,2.4871788494413205,1212500.0,0.31089735618016506,2.577319321925843,1300000.0
2,1,1,2200000,8100000,8,710,500000.0,2900000,7300000,1000000,1,11700000.0,3.6818165082652237,1012500.0,0.46022706353315296,1.444444266117992,733333.3333333334
5,0,1,600000,1700000,20,879,1100000.0,100000,2300000,700000,1,4200000.0,2.8333286111189815,85000.0,0.14166643055594907,2.4705867820077754,100000.0
4,0,1,6900000,22000000,10,512,6100000.0,9100000,20600000,3900000,0,39700000.0,3.1884053350137194,2200000.0,0.318840533501372,1.8045453725206648,1380000.0
2,1,1,7400000,27300000,18,561,12600000.0,400000,27100000,9600000,1,49700000.0,3.6891886906501767,1516666.6666666667,0.20495492725834316,1.8205127538273715,2466666.6666666665
3,0,1,4000000,11600000,6,539,5900000.0,2600000,12100000,4700000,0,25300000.0,2.899999275000181,1933333.3333333333,0.4833332125000302,2.181034294738423,1000000.0
3,0,1,700000,2000000,18,544,800000.0,1300000,1500000,400000,0,4000000.0,2.857138775516035,111111.11111111111,0.15872993197311305,1.9999990000005,175000.0
2,0,1,1900000,4600000,16,631,3200000.0,2700000,4500000,2700000,1,13100000.0,2.421051357341391,287500.0,0.15131570983383694,2.8478254678640287,633333.3333333334
2,1,0,2200000,6800000,20,546,4600000.0,200000,4500000,2200000,0,11500000.0,3.090907685951052,340000.0,0.1545453842975526,1.6911762218858497,733333.3333333334
1,1,1,2000000,5600000,14,569,5000000.0,1100000,7900000,1600000,1,15600000.0,2.7999986000006998,400000.0,0.19999990000005,2.785713788265395,1000000.0
4,0,0,7400000,17900000,6,384,13400000.0,12300000,22400000,4700000,0,52800000.0,2.418918592038028,2983333.3333333335,0.4031530986730047,2.9497205056022064,1480000.0
2,0,1,2300000,9000000,6,583,3600000.0,1300000,6900000,3400000,1,15200000.0,3.913041776938358,1500000.0,0.6521736294897263,1.6888887012345888,766666.6666666666
5,0,1,4000000,15500000,12,517,0.0,600000,12100000,3500000,0,16200000.0,3.8749990312502423,1291666.6666666667,0.3229165859375202,1.0451612228928244,666666.6666666666
3,1,1,1500000,5800000,18,420,800000.0,1900000,4100000,1400000,0,8200000.0,3.8666640888906074,322222.22222222225,0.21481467160503376,1.4137928596908862,375000.0
2,0,1,5200000,12900000,18,644,400000.0,5000000,12000000,7500000,1,24900000.0,2.4807687536983165,716666.6666666666,0.13782048631657315,1.9302324085091156,1733333.3333333333
2,1,0,5400000,14500000,8,349,10800000.0,4800000,21100000,6600000,0,43300000.0,2.6851846879287615,1812500.0,0.3356480859910952,2.9862066906064353,1800000.0
3,1,0,7700000,25300000,18,662,3400000.0,11400000,19100000,9900000,1,43800000.0,3.2857138589982,1405555.5555555555,0.18253965883323334,1.731225228014813,1925000.0
0,0,1,1900000,6400000,20,704,900000.0,3400000,5300000,1900000,1,11500000.0,3.3684192797793266,320000.0,0.16842096398896633,1.7968747192383252,1900000.0
4,0,1,6400000,15500000,2,324,18400000.0,11100000,13900000,4500000,0,47900000.0,2.4218746215820905,7750000.0,1.2109373107910453,3.090322381269524,1280000.0
5,1,0,700000,1700000,18,757,1900000.0,200000,2100000,600000,1,4800000.0,2.4285679591886296,94444.44444444444,0.13492044217714608,2.823527750866029,116666.66666666667
3,1,1,5800000,23000000,16,361,6000000.0,10100000,23000000,2800000,0,41900000.0,3.965516557669559,1437500.0,0.24784478485434744,1.8217390512287368,1450000.0
1,1,0,1800000,5400000,4,415,4400000.0,2000000,5600000,1800000,1,13800000.0,2.9999983333342595,1350000.0,0.7499995833335649,2.5555550823046143,900000.0
5,1,1,4300000,13800000,18,618,9600000.0,800000,14000000,2400000,1,26800000.0,3.209301579232191,766666.6666666666,0.17829453217956615,1.9420288447805185,716666.6666666666
4,1,0,8000000,27100000,8,524,16900000.0,10900000,25600000,8400000,0,61800000.0,3.387499576562553,3387500.0,0.4234374470703191,2.2804427202788666,1600000.0
0,0,0,1100000,4100000,18,887,400000.0,1300000,2600000,1300000,1,5600000.0,3.7272693388460554,227777.77777777778,0.20707051882478086,1.3658533254016278,1100000.0
2,0,1,8800000,31100000,12,729,12300000.0,2400000,21900000,9400000,1,46000000.0,3.534090507489715,2591666.6666666665,0.29450754229080955,1.479099630897118,2933333.3333333335
4,1,0,4800000,18600000,14,774,10800000.0,5800000,12700000,6500000,1,35800000.0,3.8749991927085015,1328571.4285714286,0.27678565662203586,1.9247310793155334,960000.0
0,0,1,200000,700000,20,724,600000.0,0,500000,300000,1,1400000.0,3.4999825000874996,35000.0,0.17499912500437498,1.9999971428612244,200000.0
5,1,1,1400000,2700000,16,320,900000.0,2500000,2700000,2000000,0,8100000.0,1.9285700510213921,168750.0,0.12053562818883701,2.9999988888893006,233333.33333333334
5,1,0,2500000,6400000,16,590,3200000.0,3900000,5800000,3500000,1,16400000.0,2.5599989760004096,400000.0,0.1599999360000256,2.5624995996094375,416666.6666666667
5,1,0,8100000,25300000,8,796,15900000.0,12600000,21500000,7800000,1,57800000.0,3.123456404511555,3162500.0,0.39043205056394437,2.284584889937356,1350000.0
0,1,1,6100000,19200000,6,890,13900000.0,5900000,16700000,7600000,1,44100000.0,3.147540467616317,3200000.0,0.5245900779360528,2.2968748803711,6100000.0
0,0,1,2000000,4600000,16,651,2100000.0,2400000,7200000,1600000,1,13300000.0,2.299998850000575,287500.0,0.14374992812503593,2.8913037192818,2000000.0
4,0,0,4800000,10100000,12,634,9200000.0,300000,15000000,6900000,1,31400000.0,2.1041662282987024,841666.6666666666,0.17534718569155852,3.10891058327618,960000.0
4,1,1,900000,2800000,2,660,1200000.0,1400000,2400000,900000,1,5900000.0,3.1111076543248286,1400000.0,1.5555538271624143,2.1071421045921057,180000.0
4,0,0,1300000,3500000,12,512,3300000.0,1400000,3200000,700000,0,8600000.0,2.692305621303368,291666.6666666667,0.2243588017752807,2.4571421551022414,260000.0
4,0,1,4200000,9100000,2,900,6700000.0,5300000,10900000,5900000,1,28800000.0,2.1666661507937737,4550000.0,1.0833330753968868,3.164834817051119,840000.0
2,1,1,3300000,11100000,20,823,4600000.0,1500000,11700000,2900000,1,20700000.0,3.363635344352926,555000.0,0.1681817672176463,1.8648646968590363,1100000.0
2,0,1,8700000,28400000,12,880,8000000.0,1800000,19400000,4400000,1,33600000.0,3.264367440877306,2366666.6666666665,0.2720306200731088,1.1830985498908961,2900000.0
1,0,1,800000,2600000,2,439,600000.0,0,1800000,400000,1,2800000.0,3.249995937505078,1300000.0,1.624997968752539,1.0769226627220527,400000.0
5,1,1,7400000,17100000,2,441,14700000.0,1600000,20600000,10800000,0,47700000.0,2.310810498539122,8550000.0,1.155405249269561,2.7894735210834196,1233333.3333333333
3,0,0,6900000,18500000,6,360,14000000.0,0,18800000,9600000,0,42400000.0,2.6811590317160823,3083333.3333333335,0.4468598386193471,2.2918917680058506,1725000.0
1,1,1,8800000,33700000,14,561,10200000.0,7100000,25700000,11900000,1,54900000.0,3.8295450193698843,2407142.8571428573,0.27353892995499174,1.6290800703537072,4400000.0
2,1,1,8600000,32500000,4,758,20900000.0,600000,18000000,6900000,1,46400000.0,3.7790693280151944,8125000.0,0.9447673320037986,1.427692263763315,2866666.6666666665
2,1,0,5400000,20600000,18,621,11200000.0,2200000,11600000,5500000,1,30500000.0,3.8148141083677576,1144444.4444444445,0.21193411713154212,1.4805824523989102,1800000.0
4,1,1,2900000,5900000,18,621,200000.0,3100000,8500000,3500000,1,15300000.0,2.0344820570751527,327777.77777777775,0.11302678094861959,2.593219899454254,580000.0
3,1,0,9800000,21000000,12,342,25400000.0,16600000,26900000,7000000,0,75900000.0,2.142856924198273,1750000.0,0.17857141034985607,3.614285542176879,2450000.0
4,1,0,3300000,10800000,4,552,4200000.0,900000,8600000,3300000,1,17000000.0,3.272726280992036,2700000.0,0.818181570248009,1.5740739283264882,660000.0
0,0,0,300000,500000,18,376,300000.0,0,800000,300000,0,1400000.0,1.6666611111296297,27777.777777777777,0.09259228395164608,2.7999944000112,300000.0
0,1,0,1500000,4300000,12,801,4400000.0,2200000,3300000,1100000,1,11000000.0,2.8666647555568296,358333.3333333333,0.23888872962973579,2.5581389399676886,1500000.0
